Experiment,Best_Epoch,Train_Acc,Val_Acc,Test_Acc,Test_Loss
Exp1_Baseline,1,0.025000000372529,0.2000000029802322,0.2000000029802322,2.5150938034057617
Exp1_Baseline,6,0.1333333402872085,0.1599999964237213,0.1599999964237213,2.430037498474121
Exp2_HeavyAug,1,0.025000000372529,0.0399999991059303,0.0,2.574802875518799
Exp3_HighReg,4,0.125,0.1599999964237213,0.1599999964237213,5.489818572998047
